emp_no,first_name,last_name,title,from_date,salary
296438,Along,Kushnir,Senior Staff,5/3/1985,40000
434655,Zeydy,Wroclawski,Senior Engineer,5/3/1985,40000
460046,Domenick,Codenie,Senior Engineer,5/3/1985,54229
468076,Susuma,Hofting,Technique Leader,5/3/1985,40000
95625,Bogdan,Negoita,Senior Engineer,5/4/1985,48311
257301,Zhenhua,Kampfer,Senior Staff,5/4/1985,79075
272096,Geoffrey,Veevers,Senior Staff,5/4/1985,40000
273360,Kellie,Bade,Senior Engineer,5/4/1985,43634
457970,Herb,Matteis,Technique Leader,5/4/1985,40000
482711,Alois,Jarecki,Senior Staff,5/4/1985,68607
434178,Lillian,Makinen,Technique Leader,5/5/1985,44443
488279,Danny,Rohrbach,Senior Staff,5/5/1985,103444
48233,Ugo,Simmel,Staff,5/6/1985,48877
273213,Masako,Sommen,Senior Staff,5/6/1985,40691
43439,Moheb,Journel,Senior Staff,5/7/1985,67405
240143,Tremaine,Demri,Senior Staff,5/7/1985,68828
249666,Vishv,Mitchem,Senior Engineer,5/7/1985,40000
257357,Lidong,Gomatam,Senior Engineer,5/7/1985,40000
285900,Abdulah,Heystek,Senior Staff,5/7/1985,45445
495204,Arto,Yemenis,Staff,5/7/1985,49557
19826,Fox,Christ,Senior Staff,5/8/1985,53382
38114,Leen,Lukaszewicz,Senior Engineer,5/8/1985,40000
69122,Weiwu,Templeman,Senior Staff,5/8/1985,40000
108994,Shahar,Bashian,Technique Leader,5/8/1985,40222
289509,Deborah,Tanemo,Senior Staff,5/8/1985,40000
297163,Shigeaki,Lorcy,Engineer,5/8/1985,54892
14293,Qunsheng,Middleton,Senior Staff,5/9/1985,40000
26192,Geoffry,Tetzlaff,Senior Engineer,5/9/1985,55928
239596,Almudena,Takanami,Technique Leader,5/9/1985,45131
498766,Kousuke,Zschoche,Senior Engineer,5/9/1985,41395
14005,Vojin,Stellhorn,Technique Leader,5/10/1985,40000
104536,Shooichi,Ernst,Senior Staff,5/10/1985,74153
224899,Taisook,Taubman,Technique Leader,5/10/1985,40000
261803,Hugh,Kowalchuk,Senior Engineer,5/10/1985,57206
267282,Guttorm,Szmurlo,Technique Leader,5/10/1985,53228
277932,Rimli,Xiaoshan,Senior Engineer,5/10/1985,74674
281977,Lakshmi,Butterworth,Assistant Engineer,5/10/1985,81524
432789,Leucio,Slaats,Senior Staff,5/10/1985,44771
448328,Dipayan,Kavraki,Senior Staff,5/10/1985,40000
33631,Tonny,Ozeri,Senior Staff,5/11/1985,66795
60831,Rildo,Peltason,Senior Engineer,5/11/1985,40000
65431,Emdad,Streit,Senior Engineer,5/11/1985,58976
296678,Boutros,McClurg,Staff,5/11/1985,69538
463785,Marlo,Felder,Senior Staff,5/11/1985,80811
280681,Nahum,Braccini,Senior Engineer,5/12/1985,40000
291451,Dietrich,Heydon,Senior Staff,5/12/1985,50056
453928,Constantino,Underwood,Senior Staff,5/12/1985,68671
248765,Vidar,Schaft,Engineer,5/13/1985,46066
434491,Rosli,Farrar,Senior Engineer,5/13/1985,63278
459596,Constantino,Bernardinello,Senior Engineer,5/13/1985,51639
231610,Shakhar,Mattern,Senior Staff,5/14/1985,66936
252545,Itzchak,Zolotykh,Technique Leader,5/14/1985,59491
271551,Golgen,Hiraishi,Engineer,5/14/1985,40000
287815,Huiqun,Rodham,Senior Engineer,5/14/1985,54494
431486,Augustine,Restivo,Technique Leader,5/14/1985,44968
470102,Tze,Stamatiou,Senior Staff,5/14/1985,47222
14923,Shuzo,Gyorkos,Technique Leader,5/15/1985,40000
17322,Candida,Fordan,Technique Leader,5/15/1985,46840
100444,Arno,Itzigehl,Senior Staff,5/15/1985,74848
108122,Moti,Terkki,Senior Staff,5/15/1985,75832
485390,Honglan,Wixon,Technique Leader,5/15/1985,40000
37891,Sumali,Munro,Senior Engineer,5/16/1985,40000
80896,Paloma,Hardjono,Senior Staff,5/16/1985,40000
273758,DAIDA,Peltason,Senior Staff,5/16/1985,84537
14928,Satoru,Mukaidono,Senior Staff,5/17/1985,53377
71904,Zine,Oxman,Staff,5/17/1985,59744
72436,Roselyn,Siegrist,Senior Engineer,5/17/1985,40000
90331,Luerbio,Matheson,Staff,5/17/1985,51260
207914,Dung,Broder,Technique Leader,5/17/1985,57980
213293,Rafols,Streng,Technique Leader,5/17/1985,40000
224791,Jenwei,Besancenot,Senior Engineer,5/17/1985,40000
258009,Renee,Flanders,Senior Engineer,5/17/1985,40000
34212,Adly,Salverda,Engineer,5/18/1985,40000
427220,Kankanahalli,Unno,Engineer,5/18/1985,45030
434200,Georg,Beutelspacher,Senior Engineer,5/18/1985,49570
26548,Susanta,Perly,Technique Leader,5/19/1985,40000
26169,Boalin,Luca,Senior Engineer,5/20/1985,69803
51573,Marl,Merlo,Staff,5/20/1985,80864
96958,Shaowen,Shihab,Senior Staff,5/20/1985,52620
211293,Malu,Champarnaud,Senior Engineer,5/20/1985,53383
260502,Danco,Jeong,Senior Staff,5/20/1985,56554
271997,Werner,Koshiba,Staff,5/20/1985,93683
411623,Heon,Peron,Technique Leader,5/20/1985,40000
421644,Manton,Jarecki,Engineer,5/20/1985,49707
461688,Masami,Zwicker,Engineer,5/20/1985,40000
46037,Mohit,Preusig,Senior Engineer,5/21/1985,72671
231276,Jayesh,Butner,Senior Staff,5/21/1985,69107
260653,Emdad,Mandell,Assistant Engineer,5/21/1985,52533
275296,Halsur,Francisci,Engineer,5/21/1985,40000
422238,Masoud,Kaltofen,Senior Engineer,5/21/1985,79635
426583,Alexius,Chimia,Staff,5/21/1985,87577
464639,Elgin,Hardjono,Senior Engineer,5/21/1985,40000
474721,Miquel,Reistad,Senior Staff,5/21/1985,56695
477358,Minghong,Siegrist,Senior Staff,5/21/1985,103418
98927,Eirik,Shigei,Staff,5/22/1985,40000
100576,Xiaopeng,Gluchowski,Staff,5/22/1985,65164
217158,Yonghoan,Turnbull,Engineer,5/22/1985,40000
486481,JoAnna,Gelosh,Technique Leader,5/22/1985,40000
200047,Charlene,Miculan,Senior Staff,5/23/1985,40000
245114,Matt,Demeyer,Senior Engineer,5/23/1985,62314
245622,Sergi,Pellegrinelli,Senior Engineer,5/23/1985,40000
472796,Basim,Terkki,Staff,5/23/1985,59336
22265,Yonghong,Claffy,Senior Engineer,5/24/1985,40000
78212,Zito,Ligten,Senior Engineer,5/24/1985,40000
214560,Pradeep,Erez,Senior Staff,5/24/1985,49792
292770,Zhilian,Alpay,Technique Leader,5/24/1985,52819
402231,Shim,Klerer,Senior Staff,5/24/1985,47350
13146,Haldon,Erie,Senior Staff,5/25/1985,61398
470687,Arunas,Gargeya,Technique Leader,5/25/1985,40000
478142,Oscar,Haldar,Senior Staff,5/25/1985,40000
40508,Anyuan,Birke,Senior Staff,5/26/1985,46135
101123,Henk,Wossner,Senior Staff,5/26/1985,71036
101774,Heekeun,Baba,Senior Engineer,5/26/1985,41509
106547,Quingbo,dAstous,Senior Engineer,5/26/1985,62082
216270,Jeong,Kohling,Technique Leader,5/26/1985,40000
230077,Georg,Setia,Staff,5/26/1985,45793
235824,Sedat,Thimonier,Engineer,5/26/1985,47798
270303,Shaibal,Biros,Senior Engineer,5/26/1985,40057
89476,Xiaoqiang,Perna,Senior Engineer,5/27/1985,40000
90661,Christ,Marquardt,Senior Engineer,5/27/1985,52063
18061,Francesca,Taubman,Engineer,5/28/1985,57737
200687,Berto,Stassinopoulos,Senior Engineer,5/28/1985,40000
262051,Martien,Cummings,Senior Engineer,5/28/1985,40000
425169,Bernice,Vernadat,Engineer,5/28/1985,47384
438584,Sangeeta,Pero,Senior Staff,5/28/1985,41302
494958,Candido,Redmiles,Senior Staff,5/28/1985,66834
13969,Jianwen,Chandrasekhar,Technique Leader,5/29/1985,60392
64927,Kwee,Peak,Senior Engineer,5/29/1985,40000
75940,Shigeo,Christ,Engineer,5/29/1985,41978
420913,Poornachandra,Tibblin,Senior Engineer,5/29/1985,40000
58988,Mototsugu,Lores,Engineer,5/30/1985,40000
83493,Oksana,Danlos,Senior Engineer,5/30/1985,44182
203593,Leszek,Kirkerud,Senior Staff,5/30/1985,71275
244638,Takahira,Ghazalie,Senior Engineer,5/30/1985,40000
288335,Anyuan,Covnot,Assistant Engineer,5/30/1985,40000
491146,Kwee,Lakshmanan,Staff,5/30/1985,65764
27298,Stepehn,Loncour,Senior Engineer,5/31/1985,55080
62069,Sugwoo,Felder,Senior Engineer,5/31/1985,67402
83334,Arno,Thebaut,Senior Staff,5/31/1985,61530
436231,Pohua,Rusmann,Engineer,5/31/1985,48179
211814,Charlene,Perry,Engineer,6/1/1985,58408
212291,Persi,Honiden,Senior Engineer,6/1/1985,44783
229639,Patricio,Renear,Engineer,6/1/1985,53557
298105,Yuuichi,Condotta,Engineer,6/1/1985,48421
467707,Xiaoqiang,Speckmann,Engineer,6/1/1985,40000
479543,Dmitri,Aumann,Senior Staff,6/1/1985,81444
480816,Naftali,Openshaw,Engineer,6/1/1985,40000
403592,Phillip,Schapiro,Senior Engineer,6/2/1985,60172
21894,Marke,Yemenis,Senior Staff,6/3/1985,54884
29486,Jouni,Gerteisen,Senior Engineer,6/3/1985,61982
59766,Ziyad,Nitsch,Senior Staff,6/3/1985,72126
228358,Goetz,Molenaar,Senior Engineer,6/3/1985,40000
233687,Faiza,Veldwijk,Senior Engineer,6/3/1985,40000
243337,Aloys,Speek,Senior Engineer,6/3/1985,60814
259956,Leszek,Angel,Staff,6/3/1985,40000
448089,Xiong,Kalloufi,Technique Leader,6/3/1985,71205
498689,Marko,Hatcliff,Staff,6/3/1985,52659
40622,Lubomir,Ulupinar,Engineer,6/4/1985,74336
46203,Ferdinand,Dymetman,Senior Engineer,6/4/1985,40000
55510,Mabhin,Chaudhury,Engineer,6/4/1985,40000
72797,Dmitry,Luders,Senior Staff,6/4/1985,71156
91740,Marie,Mandell,Engineer,6/4/1985,40767
242398,Djelloul,Levergood,Senior Engineer,6/4/1985,83565
405129,Basant,Farrow,Technique Leader,6/4/1985,40000
491414,Kazuhiro,Ratnaker,Staff,6/4/1985,64599
57751,Dulce,Maksimenko,Technique Leader,6/5/1985,42782
76755,Masamitsu,Chimia,Senior Staff,6/5/1985,64498
223675,Dulce,Zedlitz,Technique Leader,6/5/1985,67826
271232,Ingmar,Demian,Senior Engineer,6/5/1985,40000
295419,Nahum,Petersohn,Senior Engineer,6/5/1985,54585
22838,Brendon,Markovitch,Senior Engineer,6/6/1985,40000
286760,Sadun,Escriba,Senior Engineer,6/6/1985,40000
446990,Zhanqiu,Streng,Senior Engineer,6/6/1985,40000
462863,Jamaludin,Cullers,Senior Engineer,6/6/1985,57925
470082,Goa,Kenevan,Senior Engineer,6/6/1985,50219
25882,Aleksander,Pellegrinelli,Senior Staff,6/7/1985,83732
78571,Sandeepan,Munch,Senior Engineer,6/7/1985,47577
86906,Adel,Fiutem,Senior Engineer,6/7/1985,40433
280699,Elvis,Krychniak,Senior Engineer,6/7/1985,40000
286315,Takanari,Fandrianto,Assistant Engineer,6/7/1985,65417
434997,Ranan,Taubman,Senior Engineer,6/7/1985,51308
483792,Irena,Unno,Senior Staff,6/7/1985,78174
73111,Ottavia,Massonet,Technique Leader,6/8/1985,43571
72371,Tetsurou,Demke,Staff,6/9/1985,40000
218608,Udi,McClurg,Senior Engineer,6/9/1985,53984
99671,Tsuneo,Leppanen,Senior Staff,6/10/1985,60229
265469,Taisook,Brandsma,Senior Staff,6/10/1985,48579
466958,Patricio,Snedden,Technique Leader,6/10/1985,40000
82824,Gopalakrishnan,Wiegley,Technique Leader,6/11/1985,62678
207035,Kirk,Ciolek,Technique Leader,6/11/1985,57739
421326,Val,Covnot,Senior Engineer,6/11/1985,40000
440097,Alselm,Junot,Senior Engineer,6/11/1985,71586
454929,Pintsang,Mateescu,Senior Engineer,6/11/1985,62541
38876,Chikako,Qiwen,Senior Staff,6/12/1985,40000
102851,Xudong,Bruckman,Technique Leader,6/12/1985,40000
459857,Udi,Shimshoni,Staff,6/12/1985,45621
485247,Jiakeng,Marchegay,Senior Engineer,6/12/1985,40000
31089,Kshitij,Cannane,Senior Staff,6/13/1985,40000
70478,Basil,Peac,Senior Engineer,6/13/1985,73943
210233,Qunsheng,Gornas,Senior Staff,6/13/1985,77552
242149,Masaki,Peak,Staff,6/13/1985,47082
291030,Licheng,Guenter,Senior Engineer,6/13/1985,40000
450937,Mahendra,Ananiadou,Staff,6/13/1985,68521
79117,Selwyn,Coors,Senior Engineer,6/14/1985,40000
99274,Taizo,Schurmann,Senior Engineer,6/14/1985,40000
211046,Yunming,Pietracaprina,Staff,6/14/1985,44330
227276,Nobuyoshi,Zultner,Senior Staff,6/14/1985,58849
403721,Arup,Siksek,Senior Engineer,6/14/1985,69957
434272,Woody,Roccetti,Senior Engineer,6/14/1985,49289
498830,Vasiliy,Cooke,Senior Engineer,6/14/1985,49961
19776,Kersti,Comellas,Assistant Engineer,6/15/1985,40000
69181,Toshiko,Schiper,Senior Staff,6/15/1985,71449
269159,Saniya,Leslie,Staff,6/15/1985,42736
298500,Tremaine,Hennebert,Senior Staff,6/15/1985,54680
71291,Persi,Lammel,Engineer,6/16/1985,40000
246490,Ohad,Farris,Senior Engineer,6/16/1985,50716
450939,Herb,Vieth,Senior Staff,6/16/1985,48195
30745,Basil,Turnbull,Staff,6/17/1985,40000
254075,Kazuyasu,Soicher,Senior Staff,6/17/1985,41110
256407,Boaz,Mawatari,Senior Staff,6/17/1985,44973
26356,Marin,Gubsky,Engineer,6/18/1985,50003
84058,Huai,Rajcani,Senior Engineer,6/18/1985,53446
272995,Yuping,Lampe,Senior Staff,6/18/1985,47434
425589,Boriana,Heiserman,Technique Leader,6/18/1985,40000
10988,Chinya,Deyuan,Senior Engineer,6/19/1985,54174
27727,Heekeun,Rotem,Technique Leader,6/19/1985,56078
234438,Sreekrishna,Schnelling,Senior Staff,6/19/1985,59939
242940,Hinrich,Vieth,Senior Engineer,6/19/1985,43113
244591,Akemi,Sambasivam,Senior Staff,6/19/1985,40000
259771,Youssef,Chaudhuri,Technique Leader,6/19/1985,40000
492039,Miomir,Vrecion,Senior Staff,6/19/1985,59540
499374,Oguz,Plumb,Staff,6/19/1985,40000
13697,Shuichi,Weedon,Technique Leader,6/20/1985,40000
47852,Anyuan,Basart,Senior Engineer,6/20/1985,40000
94287,Kiyokazu,Buchter,Senior Staff,6/20/1985,56942
99560,Maris,Calkin,Senior Staff,6/20/1985,40000
220897,Kwangjo,Serot,Technique Leader,6/20/1985,64886
249163,Dines,Boguraev,Senior Staff,6/20/1985,40000
264361,Ferdinand,Kambil,Senior Engineer,6/20/1985,40000
433537,Roselyn,Picel,Technique Leader,6/20/1985,40000
486266,Matk,Peron,Technique Leader,6/20/1985,40947
22702,Faiza,Reeken,Senior Engineer,6/21/1985,40000
84048,Lillian,Portugali,Technique Leader,6/21/1985,54303
295354,Nikolaos,Brodie,Senior Engineer,6/21/1985,40000
454379,Bogdan,Gulak,Senior Engineer,6/21/1985,40000
44186,Kendra,Vesel,Staff,6/22/1985,61738
96969,Chinhyun,Fraisse,Staff,6/22/1985,69849
215685,Filipe,Nooteboom,Senior Engineer,6/22/1985,51499
225899,Pradeep,Penttonen,Technique Leader,6/22/1985,49109
427849,Mayuri,Rindone,Senior Staff,6/22/1985,73856
475820,Cedric,Erol,Senior Engineer,6/22/1985,40000
202903,Along,Salverda,Engineer,6/23/1985,50101
281358,Kamran,Poupard,Technique Leader,6/23/1985,59049
480290,Yannik,Honglei,Engineer,6/23/1985,40000
21413,Laurentiu,Sherertz,Senior Staff,6/24/1985,102879
432068,Arif,Wegerle,Senior Engineer,6/24/1985,55760
436709,Hongzue,Danlos,Engineer,6/24/1985,40000
72869,Shay,Basagni,Senior Staff,6/25/1985,51470
232856,Filipp,Gulik,Engineer,6/26/1985,73126
261811,Kensei,Middleton,Senior Staff,6/26/1985,40000
290901,Fumitaka,Thombley,Engineer,6/26/1985,49876
401448,Shunichi,Ranta,Senior Staff,6/26/1985,49600
456521,Ebbe,Wynblatt,Senior Engineer,6/26/1985,40000
467901,Subhash,Schaft,Technique Leader,6/26/1985,52349
472895,Jongsuk,Harllee,Engineer,6/26/1985,40000
62137,Rosalyn,Baalen,Senior Staff,6/27/1985,46741
216452,Odinaldo,Raney,Engineer,6/27/1985,40000
252534,Kenroku,Magalhaes,Engineer,6/27/1985,87319
418039,Shuichi,Ramalingam,Senior Staff,6/27/1985,62233
419874,Kinh,Zeleznik,Senior Engineer,6/27/1985,44264
495109,Katsuo,Pfau,Senior Engineer,6/27/1985,40000
280573,Kirk,Compeau,Engineer,6/28/1985,46877
425821,Vidar,Narwekar,Senior Staff,6/28/1985,63391
448166,Bangqing,Schneeberger,Senior Staff,6/28/1985,46689
221528,Jixiang,Molenkamp,Senior Engineer,6/29/1985,40000
104376,Shahab,Rajaraman,Engineer,6/30/1985,40000
203065,Weiwu,Matteis,Technique Leader,6/30/1985,41620
217540,Goncalo,Zschoche,Engineer,6/30/1985,63875
280231,Anestis,Kleiser,Staff,6/30/1985,62889
37792,Shem,Esteva,Technique Leader,7/1/1985,57071
58825,JoAnna,Swist,Senior Staff,7/1/1985,83888
80089,Luisa,Birch,Engineer,7/1/1985,40000
70901,Yonghoan,Knightly,Senior Staff,7/2/1985,93217
89315,Susumu,Montemayor,Senior Staff,7/2/1985,61970
108954,Kellie,Vieri,Senior Engineer,7/2/1985,42648
210520,Inderjeet,Perri,Staff,7/2/1985,62211
261931,Tianruo,Delaune,Senior Engineer,7/2/1985,51521
78454,Masaki,Marciano,Senior Staff,7/3/1985,71643
201276,Jiang,Nittel,Senior Staff,7/3/1985,59254
215941,Atilio,Herber,Technique Leader,7/3/1985,72226
220095,Maren,Solovay,Staff,7/3/1985,81797
291675,Dipayan,Stenning,Technique Leader,7/3/1985,40000
466754,Jaewoo,Highland,Engineer,7/3/1985,40000
86357,Rosalyn,Sessa,Technique Leader,7/4/1985,50632
407809,JoAnne,Suri,Senior Engineer,7/4/1985,44082
411384,Christoper,Sidou,Senior Engineer,7/4/1985,40000
448689,Harjit,Pettey,Senior Engineer,7/4/1985,58956
467146,Hinrich,Chappelet,Senior Engineer,7/4/1985,53078
472723,Arvind,Kowalchuk,Senior Staff,7/4/1985,83805
281277,Moheb,Pramanik,Senior Staff,7/5/1985,67636
10426,Arunas,Luce,Technique Leader,7/6/1985,65757
27463,Masaki,McDermid,Senior Staff,7/6/1985,69431
210647,Neven,Berstel,Engineer,7/6/1985,40000
244252,Jeane,Sankaranarayanan,Senior Staff,7/6/1985,64282
447274,Hongzhu,Journel,Senior Staff,7/6/1985,70414
473241,Harjit,Cannane,Technique Leader,7/6/1985,40000
474391,Sariel,Terlouw,Technique Leader,7/6/1985,54384
484754,Mario,Hebert,Senior Staff,7/6/1985,44258
37076,Yechezkel,Lichtner,Senior Engineer,7/7/1985,50773
231023,Toshimo,Madeira,Senior Engineer,7/7/1985,40000
239341,Shigehiro,Gecsei,Senior Staff,7/7/1985,63056
248134,Fayez,Bernardeschi,Technique Leader,7/7/1985,40000
256344,Adly,Garigliano,Staff,7/7/1985,57432
439069,Sergi,Wendorf,Engineer,7/7/1985,62394
473759,Alejandra,Shobatake,Engineer,7/7/1985,54354
70763,Jahangir,Lorch,Senior Engineer,7/8/1985,48966
273092,Snehasis,Hoogerwoord,Senior Engineer,7/8/1985,49004
487681,Faiza,Klassen,Staff,7/8/1985,40000
60193,Sanjai,Gronowski,Technique Leader,7/9/1985,40000
107525,Nikolaus,Schneeberger,Technique Leader,7/9/1985,40353
204842,Ramachenga,Zumaque,Senior Engineer,7/9/1985,70665
272873,Vitaly,Thibadeau,Senior Engineer,7/9/1985,40000
279969,Gila,Winter,Engineer,7/9/1985,40000
24462,Chenye,Senzako,Senior Engineer,7/10/1985,42789
97866,Tse,Chandrasekhar,Technique Leader,7/10/1985,40000
252223,Jacopo,Ebeling,Technique Leader,7/10/1985,40000
427208,Lillian,McConalogue,Assistant Engineer,7/10/1985,40000
459663,Yongdong,Hiyoshi,Staff,7/10/1985,83436
230768,Kerryn,Luit,Technique Leader,7/11/1985,61936
254534,Jolita,Dulli,Engineer,7/11/1985,48935
470366,Jianhao,Llado,Technique Leader,7/11/1985,53039
21783,Domenick,Qiwen,Senior Engineer,7/12/1985,64772
40696,Torsten,Siprelle,Senior Engineer,7/12/1985,81157
72686,Radoslaw,Marakhovsky,Senior Engineer,7/12/1985,40711
266239,Henk,Schaar,Staff,7/12/1985,95252
280137,Cullen,Ruther,Technique Leader,7/12/1985,62016
427491,Yinlin,Candan,Technique Leader,7/12/1985,40000
80833,Jaihie,Demri,Senior Engineer,7/13/1985,56899
273795,Jianhao,Lorho,Senior Engineer,7/13/1985,43773
409553,Minghong,Portugali,Technique Leader,7/13/1985,45181
412918,Abdelaziz,Assaf,Staff,7/13/1985,48838
24861,Kiyokazu,Munoz,Staff,7/14/1985,68066
56288,Kannan,Walston,Senior Engineer,7/14/1985,59358
94382,Bogdan,Eugenio,Engineer,7/14/1985,53029
258307,IEEE,Fortenbacher,Senior Engineer,7/14/1985,52968
266170,Sungwon,Stellhorn,Senior Staff,7/14/1985,44723
291536,Chenyi,Binding,Senior Staff,7/14/1985,45499
463161,Subhash,Milicia,Senior Engineer,7/14/1985,53523
37367,Yuriy,Giaccio,Senior Staff,7/15/1985,40000
72145,Zdislav,Neimat,Senior Engineer,7/15/1985,54268
201603,Vincent,Lores,Senior Engineer,7/15/1985,40000
274496,Danae,Boguraev,Technique Leader,7/15/1985,65770
56608,Denny,Trachtenberg,Senior Staff,7/16/1985,57092
93961,Chaitali,Brickell,Engineer,7/16/1985,80909
220512,Gretta,Basagni,Senior Engineer,7/16/1985,42056
254869,Shaz,Thummel,Staff,7/16/1985,64891
266054,Younwoo,Ratnakar,Senior Engineer,7/16/1985,52127
273972,Danae,Conta,Senior Engineer,7/16/1985,40000
12159,Shem,Perly,Senior Engineer,7/17/1985,61210
51521,Chinhyun,Gustavson,Senior Staff,7/17/1985,43763
91662,Jeane,Riexinger,Staff,7/17/1985,40000
99681,Henk,Tramer,Senior Staff,7/17/1985,68690
243838,Hailing,Selenyi,Senior Engineer,7/17/1985,40000
248141,Karlis,Pietracaprina,Staff,7/17/1985,50528
274985,Alagu,Emmerich,Senior Engineer,7/17/1985,57279
297343,Xianlong,Kinley,Senior Engineer,7/17/1985,61688
462351,Ohad,Jullig,Senior Engineer,7/17/1985,40000
21507,Mansur,Benzmuller,Senior Staff,7/18/1985,40000
45014,Souichi,Orsini,Senior Staff,7/18/1985,71247
91210,Uri,Sabnani,Senior Staff,7/18/1985,56106
205225,Duro,Ouhyoung,Senior Engineer,7/18/1985,40000
487478,Nahid,Weisert,Technique Leader,7/18/1985,40000
495042,Maja,Chenney,Technique Leader,7/18/1985,55605
496436,Arunas,Stroustrup,Senior Staff,7/18/1985,40000
38842,Alper,Mukaidono,Senior Engineer,7/19/1985,56585
70146,Tiina,Atrawala,Senior Engineer,7/19/1985,40000
226302,Danae,Braunmuhl,Senior Engineer,7/19/1985,40000
260066,Xinan,Guenter,Senior Staff,7/19/1985,45792
290107,Hinrich,Erva,Engineer,7/19/1985,45675
417830,Geoff,Androutsos,Senior Staff,7/19/1985,55329
23648,Jinxi,Luiz,Senior Staff,7/20/1985,40000
103522,Narain,Jenevein,Engineer,7/20/1985,63106
269121,Odysseas,Gammage,Staff,7/20/1985,62611
441228,Kazuhiko,Winter,Senior Staff,7/20/1985,65442
470592,Debatosh,Munke,Technique Leader,7/20/1985,40000
484361,Ugo,Hempstead,Senior Staff,7/20/1985,49609
86951,Martijn,Coors,Senior Engineer,7/21/1985,40000
208659,Kristinn,Ventosa,Senior Engineer,7/21/1985,40000
251103,Leif,Hofmeyr,Technique Leader,7/21/1985,43554
482577,Masadi,Validov,Senior Engineer,7/21/1985,40000
484209,Sanjai,Soloway,Technique Leader,7/21/1985,63518
23924,Shakhar,Solovay,Senior Engineer,7/22/1985,40000
34960,Vasilis,Luga,Senior Staff,7/22/1985,76011
214237,Reinhold,Kaminger,Technique Leader,7/22/1985,40000
215697,Tooru,Bardell,Technique Leader,7/22/1985,42622
256408,Ortrud,Pollacia,Technique Leader,7/22/1985,40000
273565,DeForest,Billawala,Engineer,7/22/1985,47334
412136,Caolyn,Reeker,Senior Staff,7/22/1985,40000
418703,Mabo,Cairo,Senior Engineer,7/22/1985,61531
246915,Masamitsu,Pollock,Senior Engineer,7/23/1985,40000
494574,Gudjon,Renear,Senior Engineer,7/23/1985,40000
23314,Krassimir,Demizu,Senior Staff,7/24/1985,81622
29524,Murthy,Engberts,Senior Staff,7/24/1985,40000
57886,Fuqing,Kawashimo,Senior Staff,7/24/1985,63188
100969,Falguni,Eugenio,Staff,7/24/1985,63918
273678,Gro,Cronau,Senior Staff,7/24/1985,40000
451579,Hyuncheol,Narahari,Senior Engineer,7/24/1985,42468
453775,Gennady,Munawer,Technique Leader,7/24/1985,40894
472597,Vugranam,Garrabrants,Engineer,7/24/1985,81158
473685,Kerhong,Aingworth,Senior Engineer,7/24/1985,55335
31571,Jagoda,Reutenauer,Technique Leader,7/25/1985,45695
40272,Taizo,Gonthier,Technique Leader,7/25/1985,40000
77644,Ziva,Swen,Senior Engineer,7/25/1985,61928
206220,Nalini,Chenney,Staff,7/25/1985,40663
206691,Gennady,Cincotta,Senior Staff,7/25/1985,66364
448764,Collette,Guardalben,Engineer,7/25/1985,67569
26162,Yechiam,Grospietsch,Senior Engineer,7/26/1985,53817
65498,Rildo,Garrabrants,Senior Staff,7/26/1985,54401
254064,Yishai,Baik,Senior Staff,7/26/1985,99178
485117,Gunilla,Gini,Senior Engineer,7/26/1985,44047
219992,Jaideep,Woycyznski,Staff,7/27/1985,40000
